Song,Polyphony,Polyphony Rate,Pitch in Scale Rate,Scale Consistency,No. Pitches Used,No. Pitch Classes Used,Pitch Class Entropy,Pitch Entropy
image_179.png,2.281081081081081,0.375,0.5248815165876777,0.8009478672985783,21,11,3.0599308288794904,4.0545959552465884
image_180.png,3.2265625,0.7630208333333334,0.5690072639225182,0.70863599677159,20,12,3.224930107519216,4.1410039990782845
image_181.png,3.6869806094182827,0.7291666666666666,0.4274981217129977,0.8557475582268971,17,10,2.944822953966947,3.6603047211258013
image_182.png,3.1510416666666665,0.6822916666666666,0.30330578512396694,0.8008264462809918,24,11,3.0281003297785074,4.141252317069959
image_183.png,3.283987915407855,0.6948640483383686,0.53081876724931,0.7414903403863845,24,12,3.15967028494906,4.234363784021699
image_184.png,2.1536144578313254,0.3074866310160428,0.6643356643356644,0.9244755244755245,15,9,2.7267713308156143,3.6478377178595798
image_185.png,3.6228571428571428,0.6016713091922006,0.39826498422712936,0.7342271293375394,24,11,3.1969763703414706,4.411648532382731
image_186.png,3.8342391304347827,0.8858695652173914,0.5428773919206237,0.7824238128986535,25,11,3.003124492321672,4.379996992900057
image_187.png,2.911290322580645,0.53125,0.6555863342566943,0.7183748845798708,28,12,3.408222237932612,4.567402483483837
image_188.png,3.0132978723404253,0.6614583333333334,0.49867608120035306,0.6513680494263019,28,11,3.1954641568503765,4.570941929587957
image_189.png,1.52,0.06510416666666667,0.4473684210526316,0.8110047846889952,12,7,2.543991784643465,3.255152656328355
image_190.png,4.375,0.9166666666666666,0.6619047619047619,0.6994047619047619,27,12,3.2639834667727032,4.391269094696145
image_191.png,3.0885416666666665,0.7291666666666666,0.31618887015177066,0.8482293423271501,24,10,2.9053161886614185,4.222050716126285
image_192.png,3.717678100263852,0.7708333333333334,0.5869410929737402,0.6827537260468417,32,12,3.3151887036959593,4.705449035800333
image_193.png,2.4088541666666665,0.4088541666666667,0.43567567567567567,0.6940540540540541,16,10,2.991630343773342,3.7265215903862656
image_194.png,4.791666666666667,0.9270833333333334,0.5010869565217392,0.6826086956521739,30,12,3.2768868221209795,4.599018526442485
image_195.png,2.991404011461318,0.6972222222222222,0.3342911877394636,0.7653256704980843,19,10,3.0922244092393174,3.9053944642722738
image_196.png,3.3880208333333335,0.7369791666666666,0.6018447348193697,0.7286702536510377,22,11,3.211981004319842,4.029195204879219
image_197.png,3.143979057591623,0.671875,0.5961698584512906,0.7152373022481265,23,12,3.306459130126229,4.2194201091858945
image_198.png,3.3255208333333335,0.6953125,0.6851996867658575,0.7071260767423649,29,12,3.2664584709854148,4.5656779495675
image_199.png,3.5211640211640214,0.7369791666666666,0.5259203606311045,0.6536438767843726,27,12,3.3031357286182113,4.3262854486080675
image_200.png,3.968421052631579,0.9552631578947368,0.6054376657824934,0.8129973474801061,22,11,3.064002523870834,3.9793002208066883
image_201.png,3.402088772845953,0.7604166666666666,0.6155026861089793,0.7912509593246354,26,12,3.240361656351571,4.412230796396241
image_202.png,4.9921875,0.8984375,0.6332811684924361,0.6332811684924361,30,12,3.4264400679805034,4.696313665591354
image_203.png,2.597796143250689,0.5026041666666666,0.33934252386002123,0.777306468716861,24,11,3.0311778114417134,4.233709157388879
image_204.png,2.188888888888889,0.359375,0.4352791878172589,0.7741116751269036,20,11,2.966054792727915,4.099806631154736
image_205.png,3.430809399477807,0.6927083333333334,0.484779299847793,0.6818873668188736,25,11,3.1403599555319612,4.439781573082574
image_206.png,3.088709677419355,0.6421052631578947,0.6771105308964317,0.6910356832027851,25,11,3.226503084247229,4.421872877197112
image_207.png,2.4075067024128685,0.449468085106383,0.7884187082405345,0.7884187082405345,18,11,3.2084709447542537,3.955949792699718
image_208.png,2.3375394321766563,0.2578947368421053,0.5614035087719298,0.8556005398110661,20,12,3.082740745173449,3.906626424127233
image_209.png,2.1574344023323615,0.2760416666666667,0.5824324324324325,0.7675675675675676,16,10,3.126902713421874,3.716791123299323
image_210.png,4.216145833333333,0.7604166666666666,0.746757257566399,0.7955528103767758,21,11,2.9109108200460483,3.986805554622661
image_211.png,3.7239583333333335,0.8098958333333334,0.5741258741258741,0.7076923076923077,20,12,3.4529091053488283,4.124846413357854
image_212.png,4.125,0.8967391304347826,0.48155467720685113,0.7542819499341239,23,12,3.178539768104142,4.183390862774605
image_213.png,3.25,0.6067708333333334,0.3986765922249793,0.8254755996691481,23,10,2.919469395576934,4.159596404943916
image_214.png,3.7007874015748032,0.71875,0.6879432624113475,0.7815602836879433,28,10,3.0756878744798986,4.5476803660441005
image_215.png,3.671875,0.7213541666666666,0.5170212765957447,0.676595744680851,21,11,3.1733513323624973,4.008794619846105
image_216.png,1.7463976945244957,0.1631578947368421,0.5198019801980198,0.7112211221122112,16,9,2.810500107091932,3.617644524362882
image_217.png,2.1868131868131866,0.3723404255319149,0.5527638190954773,0.7587939698492462,17,8,2.601617371466103,3.7059631786780436
image_218.png,3.3870967741935485,0.7553763440860215,0.4753968253968254,0.8047619047619048,29,12,3.085610196555432,4.421054907197891
image_219.png,3.8515625,0.8802083333333334,0.6240703177822853,0.718052738336714,25,11,3.013687939243401,4.247523331827475
image_220.png,2.8342696629213484,0.651685393258427,0.5708622398414271,0.7294350842418236,22,12,3.2627648759629246,4.30238265614368
image_221.png,2.9088541666666665,0.6276041666666666,0.4467323187108326,0.7761862130707251,22,12,3.185480442839683,4.231917837900375
image_222.png,1.625,0.08333333333333333,0.6177156177156177,0.7832167832167832,15,8,2.6251614827836236,3.655681054811879
image_223.png,3.0859375,0.7213541666666666,0.5189873417721519,0.7054852320675106,20,11,3.279411513364062,4.058201876774554
image_224.png,3.00561797752809,0.5412087912087912,0.49252336448598133,0.8074766355140187,21,11,3.1726666672638753,4.047949652679874
